Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,07:30,14h 00m,INR 700,15 Seats available,"3.3
48",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,NON A/C Sleeper (2+1),18:30,08:30,14h 00m,INR 700,27 Seats available,"2.9
156",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Anand Travels,NON A/C Sleeper (2+1),18:30,06:45,12h 15m,INR 610,11 Seats available,"2.6
270",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,20:00,10:00,14h 00m,INR 850,31 Seats available,"3.0
87",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
S R Travels,A/C Seater/Sleeper (2+1),18:45,07:00,12h 15m,INR 800,14 Seats available,"2.9
59",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,02:30,07h 30m,INR 420,19 Seats available,"3.6
40",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),16:30,22:30,06h 00m,INR 550,20 Seats available,"4.1
24",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),16:30,20:30,04h 00m,INR 650,21 Seats available,"4.7
10",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),17:00,21:45,04h 45m,INR 600,21 Seats available,"3.9
10",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),17:30,23:40,06h 10m,INR 630,21 Seats available,"3.3
23",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10,00:15,06h 05m,630,9 Seats available,"4.3
31",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),18:30,00:45,06h 15m,INR 599,9 Seats available,"4.5
42",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels Goa,A/C Sleeper (2+1),19:00,01:45,06h 45m,INR 599,21 Seats available,4.1,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Amrutyog Travels,A/C Sleeper (2+1),19:00,02:30,07h 30m,INR 444,18 Seats available,"4.5
6",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
PSR Travels Goa,A/C Sleeper (2+1),19:15,01:15,06h 00m,INR 699,13 Seats available,3.5,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),19:30,01:10,05h 40m,INR 599,3 Seats available,"4.8
26",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Laxmi Queen Prime,A/C Sleeper (2+1),19:30,01:30,06h 00m,INR 699,16 Seats available,3.9,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Laxmi Empress Stellar,NON A/C Sleeper (2+1),19:45,01:45,06h 00m,INR 599,7 Seats available,3.9,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),20:00,01:40,05h 40m,INR 599,15 Seats available,"4.6
35",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Vaibhav Travels,A/C Sleeper (2+1),20:00,06:12,10h 12m,380,24 Seats available,"3.5
194",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,08:30,13h 30m,INR 850,19 Seats available,"2.8
112",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Humsafar Travels,A/C Sleeper (2+1),19:00,04:30,09h 30m,1125,22 Seats available,"3.7
56",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
IntrCity SmartBus,AC Sleeper (2+1),16:30,04:00,11h 30m,INR 799,17 Seats available,"4.6
16",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
IntrCity SmartBus,AC Sleeper (2+1),17:30,04:45,11h 15m,INR 799,19 Seats available,"3.0
62",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
S R Travels,A/C Seater/Sleeper (2+1),20:30,07:30,11h 00m,INR 600,25 Seats available,"2.5
66",https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,06:05,11h 05m,INR 675,19 Seats available,"3.3
47",https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Humsafar Travels,A/C Sleeper (2+1),19:00,02:00,07h 00m,1125,28 Seats available,"3.1
4",https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:45,10:00,12h 15m,INR 675,31 Seats available,"2.7
33",https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30,20:00,01h 30m,INR 200,42 Seats available,"4.8
23",https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:00,09h 00m,INR 490,19 Seats available,"3.3
33",https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Humsafar Travels,A/C Sleeper (2+1),19:00,02:35,07h 35m,1125,30 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:40,09h 40m,380,27 Seats available,"3.6
277",https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:40,01h 10m,INR 200,47 Seats available,"4.3
13",https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:30,09h 30m,INR 505,19 Seats available,"2.6
14",https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:42,09h 42m,380,26 Seats available,"3.5
134",https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Humsafar Travels,A/C Sleeper (2+1),19:00,02:05,07h 05m,1125,22 Seats available,"2.6
4",https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Sea Bird Tourist,NON A/C Sleeper (2+1),23:45,08:00,08h 15m,INR 700,23 Seats available,"4.6
13",https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
Atmaram Gobus,VE A/C Sleeper (2+1),22:30,06:10,07h 40m,INR 555,18 Seats available,"4.8
41",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,AC Sleeper (2+1),20:00,05:25,09h 25m,INR 594,8 Seats available,"4.7
32",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,08:00,09h 30m,513,21 Seats available,"4.2
18",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Anand Travels,NON A/C Sleeper (2+1),18:00,03:30,09h 30m,549,21 Seats available,"3.8
15",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Gobus,NON A/C Sleeper (2+1),20:01,05:41,09h 40m,INR 499,8 Seats available,"4.4
8",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels(KVT Narmada Red),Bharat Benz A/C Sleeper (2+1),21:16,06:01,08h 45m,INR 450,19 Seats available,"4.4
7",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Laxmi Queen Prime,A/C Sleeper (2+1),19:30,05:00,09h 30m,INR 699,16 Seats available,"4.4
6",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Amrutyog Travels,A/C Sleeper (2+1),19:00,05:00,10h 00m,INR 444,21 Seats available,"4.4
6",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Gobus,NON A/C Sleeper (2+1),21:02,06:17,09h 15m,INR 400,15 Seats available,"4.6
5",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,06:50,08h 50m,INR 700,20 Seats available,"3.8
7",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:00,00h 30m,INR 150,47 Seats available,3.7,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
PSR Travels Goa,A/C Sleeper (2+1),19:15,10:00,14h 45m,INR 1199,11 Seats available,"3.6
95",https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi
Humsafar Travels,A/C Sleeper (2+1),19:00,11:00,16h 00m,1125,22 Seats available,"1.7
26",https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi
